Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
24,"Ibrahim, Abdirizak",SO-2,New Mexico,13:32.78,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",812.78
25,"Abdalla, Yaseen",FR-1,Texas,13:33.26,Big 12 Indoor Championships,"Feb 25, 2022",813.26
26,"Garnica, Brandon",JR-3,BYU,13:33.65,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",813.65
27,"Johnsen, Colton",SR-4,Washington St.,13:34.75,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",814.75
28,"Raff, Ryan",JR-3,Northern Arizona,"13:34.77
@",Ron Mann Classic,"Feb 4, 2022",814.77
29,"Allen, Christian",SO-2,Weber State,13:36.50,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",816.5
30,"Clinger, Casey",FR-1,BYU,13:36.78,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",816.78
31,"Hacker, Olin",SR-4,Wisconsin,13:37.02,GVSU Holiday Open,"Dec 3, 2021",817.02
32,"Hicks, Charles",SO-2,Stanford,13:37.08,2022 Husky Classic,"Feb 11, 2022",817.08
33,"Sweeney, Charlie",JR-3,Colorado,13:37.75,2022 Husky Classic,"Feb 11, 2022",817.75
34,"De Caro, Dario",SR-4,Boise State,13:38.47,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",818.47
35,"Pollard, Thomas",SR-4,Iowa State,13:38.82,2022 Husky Classic,"Feb 11, 2022",818.82
36,"Kent, Andrew",JR-3,Colorado,13:39.40,2022 Husky Classic,"Feb 11, 2022",819.4
37,"Perrin, Ben",SO-2,Montana State,13:39.56,2022 Husky Classic,"Feb 11, 2022",819.56
38,"Young, Matt",SR-4,Georgetown,13:39.59,2022 Boston University David Hemery Valentine Invitational,"Feb 11, 2022",819.59
39,"Beattie, Scott",JR-3,Tulsa,13:40.42,Wooo Pig Classic,"Dec 3, 2021",820.42
40,"Magnusson, Baldvin",JR-3,Eastern Michigan,13:41.39,GVSU Holiday Open,"Dec 3, 2021",821.39
41,"Rivera, Rodger",FR-1,Texas,13:41.42,Big 12 Indoor Championships,"Feb 25, 2022",821.42
42,"Knight, Haftu",SO-2,Texas,13:41.70,2022 Boston University David Hemery Valentine Invitational,"Feb 11, 2022",821.7
43,"Rocha, Marcelo",JR-3,Providence,13:42.39,2021 BU Sharon Colyear-Danville Season Opener,"Dec 4, 2021",822.39
44,"Berry, Kevin",SR-4,Princeton,13:42.71,2022 Boston University David Hemery Valentine Invitational,"Feb 11, 2022",822.71
45,"Rodriguez, Isai",JR-3,Oklahoma State,13:43.14,Big 12 Indoor Championships,"Feb 25, 2022",823.14
46,"Richter, Myles",FR-1,Arkansas,13:44.04,2022 Husky Classic,"Feb 11, 2022",824.04
47,"Sieperda, Gable",SO-2,Iowa State,13:44.75,Wooo Pig Classic,"Dec 3, 2021",824.75
48,"Pereira, Matthew",SR-4,Harvard,13:45.07,Ivy League Heptagonal Indoor Track & Field Championships,"Feb 26, 2022",825.07
49,"Kiprop, Patrick",FR-1,Arkansas,13:45.90,2022 Husky Classic,"Feb 11, 2022",825.9
50,"Olden, Brandon",SO-2,Siena,13:45.95,2022 Boston University David Hemery Valentine Invitational,"Feb 11, 2022",825.95
