Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
58,"Sereno, Gina",SR-4,Michigan,16:20.77,Big Ten Indoor Track and Field Championships,"Feb 23, 2018",980.77
59,"Sears, Sarah",SR-4,Davidson,"16:20.80
#",Atlantic 10 Indoor Track & Field Championships,"Feb 17, 2018",980.8
60,"Shine, Andrea",JR-3,Iowa,16:21.53,Iowa State Classic,"Feb 9, 2018",981.53
61,"Trevisan, Madeline",FR-1,Michigan,16:21.67,2018 Husky Classic,"Feb 9, 2018",981.67
62,"Stevenson, Julia",SO-2,Dartmouth,"16:21.91
#",Ivy League Indoor Track & Field Championships,"Feb 24, 2018",981.91
63,"Meyer, Eden",SR-4,North Florida,16:23.66,Music City Challenge,"Feb 9, 2018",983.66
64,"Hasz, Megan",FR-1,Minnesota,16:24.26,Big Ten Indoor Track and Field Championships,"Feb 23, 2018",984.26
65,"Masterson, Andrea",JR-3,Yale,"16:24.79
#",Ivy League Indoor Track & Field Championships,"Feb 24, 2018",984.79
66,"Orie, Danielle",FR-1,Penn,"16:25.31
#",Ivy League Indoor Track & Field Championships,"Feb 24, 2018",985.31
67,"Brewis, Lindsey",JR-3,Loyola (Ill.),16:26.01,GVSU Big Meet- Friday,"Feb 9, 2018",986.01
68,"Schoneborn, Rabea",SR-4,Texas A&M-CC,16:26.46,Southland Conference Indoor Track & Field Championships,"Feb 21, 2018",986.46
69,"Bortfeld, Devon",SR-4,Washington St.,16:26.73,2018 UW Invitational,"Jan 26, 2018",986.73
70,"Miller, Hannah",SO-2,SMU,16:26.76,Music City Challenge,"Feb 9, 2018",986.76
71,"Lloyd, Meghan",JR-3,Texas,16:27.12,2018 Husky Classic,"Feb 9, 2018",987.12
72,"McLaughlin, Abigail",SO-2,Columbia,16:27.73,Boston University David Hemery Valentine Invitational,"Feb 9, 2018",987.73
73,"Yarbrough, Caroline",JR-3,Davidson,"16:27.82
#",Atlantic 10 Indoor Track & Field Championships,"Feb 17, 2018",987.82
74,"Burda, Bella",JR-3,Villanova,16:27.83,BIG EAST Indoor Track & Field Championships,"Feb 23, 2018",987.83
75,"McDermitt, Jordann",SR-4,Eastern Michigan,"16:27.98
#",Mid-American Indoor Track & Field Championships,"Feb 23, 2018",987.98
